pod_name,timestamp,position_m,velocity,current,voltage,levitation_gap,temperature,battery
Pod-B,1771039753.974676,7956.1466782715215,335.5252346514215,509.07944672386157,607.8266857812683,12.447952139073447,41.79541674208417,99.84999999999992
Pod-C,1771039753.974792,6204.425808722877,260.23202761666863,492.61194190902756,592.4507328039115,12.113674398848728,38.34413626327339,99.84999999999992
Pod-A,1771039754.475291,2761.6654253603647,326.4049178329793,517.7855560157635,607.0352899025831,11.505118519211821,40.67140661161008,99.83999999999992
Pod-B,1771039754.475539,8123.909295597232,334.3427660145182,500.3419841422176,604.3092199348655,12.10278803408113,41.387957182129696,99.83999999999992
Pod-C,1771039754.475653,6334.541822531211,258.29187112801276,504.8016369486255,606.0219605810357,12.420026791105848,41.8458375142221,99.83999999999992
Pod-A,1771039754.976251,2924.8678842768545,326.8416139035427,481.1729321718062,590.3176150452373,11.807939551602997,41.02998876312876,99.82999999999991
Pod-B,1771039754.976485,8291.08067860449,333.93389582323,496.77231725789267,602.7918474909038,11.636124703197327,38.15093075251932,99.82999999999991
Pod-C,1771039754.97656,6463.687758095218,257.8626264335198,484.9043957613712,605.1550627885536,12.351731900065785,40.20081105254353,99.82999999999991
Pod-A,1771039755.477124,3088.288691228626,326.9204395442718,488.19956312287303,592.4672972921485,11.822738779211038,38.74104397473958,99.81999999999991
Pod-B,1771039755.477462,8458.047626516105,332.6607091542623,496.7514540774506,607.3042493469544,11.649826245576296,39.682983558201954,99.81999999999991
Pod-C,1771039755.477559,6592.619071311978,257.1261922259547,496.18239588261685,593.2617388881831,11.608361305942925,40.95153957087525,99.81999999999991
Pod-A,1771039755.978167,3251.748911000762,326.71483077277134,518.7707659713866,598.3470246459431,12.38061546833638,40.687282233505606,99.8099999999999
Pod-B,1771039755.978517,8624.377981093236,333.56967816434195,484.1548400275843,596.9310241346094,11.708344389461294,40.9167331386263,99.8099999999999
Pod-C,1771039755.978609,6721.182167424955,255.32691262820993,504.6834773625931,603.5301949181977,12.196046710560664,38.819548460814495,99.8099999999999
Pod-A,1771039756.479207,3415.1063263871474,326.9164260242252,485.11444042196615,599.3932835160906,12.327062802496961,40.34326678650257,99.7999999999999
Pod-B,1771039756.479485,8791.162820175407,335.08407023731553,504.6182274704919,596.4801262083057,11.952966054152293,38.89068192390994,99.7999999999999
Pod-C,1771039756.479572,6848.84562373906,256.5617228860921,504.71755791814525,598.2813615955221,12.27799069584009,40.78695878418987,99.7999999999999
Pod-A,1771039756.98021,3578.56453939926,328.8818323245613,508.42069616647245,591.1168077477175,12.118002521098129,39.95177842690948,99.78999999999989
Pod-B,1771039756.980584,8958.704855294065,334.62689529164453,512.1577206821777,606.8208421612994,11.69965504114726,40.26659828949574,99.78999999999989
Pod-C,1771039756.98069,6977.126485182106,256.5274803977842,495.9477238444955,596.6710513088974,12.00230382100564,39.40556001316233,99.78999999999989
Pod-A,1771039757.481323,3743.0054555615407,328.309094773469,490.97382512767007,602.5728273766553,11.536717033033721,38.133079012358,99.77999999999989
Pod-B,1771039757.481574,9126.018302939887,334.3333472281334,495.5305335936664,601.8360781189998,12.179492654328492,40.85124163824618,99.77999999999989
Pod-C,1771039757.481646,7105.390225380998,255.22739625872347,499.01688261433236,603.9201376554369,11.704746954269384,40.914025333787215,99.77999999999989
Pod-A,1771039757.982178,3907.160002948275,329.71920252193274,486.3105673360573,598.200555772685,12.396845787982143,40.74892128083214,99.76999999999988
Pod-B,1771039757.982533,9293.184976553954,333.16868103178456,487.48069397202033,607.7472022677988,12.482388132939333,39.81080485158984,99.76999999999988
Pod-C,1771039757.982624,7233.00392351036,255.66287787276275,484.7237272310057,601.8466751960111,11.757685113296324,38.33163365250361,99.76999999999988
Pod-A,1771039758.483284,4072.0196042092416,331.0903889050109,513.5208738075517,604.0002848431077,11.563254102398446,41.2343823778191,99.75999999999988
Pod-B,1771039758.483602,9459.769317069846,331.98349382284744,483.53043405276344,595.7483602647693,11.747815930943634,41.39831496447661,99.75999999999988
Pod-C,1771039758.483696,7360.835362446742,256.06778739006194,482.4838347450434,609.5700530233539,11.761761409254554,39.451107823449625,99.75999999999988
Pod-A,1771039758.984258,4237.564798661747,331.08947799336056,488.46568183205454,595.1885145115667,12.143244281095159,39.902195666401916,99.74999999999987
Pod-B,1771039758.98458,9625.76106398127,330.98895510244114,518.8264949278007,590.0425614400306,12.218675463424608,40.88591377549884,99.74999999999987
Pod-C,1771039758.984676,7488.869256141773,255.23277430294212,494.7477299247958,595.9244702911521,11.553243911602944,40.60397835160396,99.74999999999987
Pod-A,1771039759.48529,4403.109537658427,332.1007502277132,516.9888373985018,608.0079340019525,12.3500288745434,41.96083186294748,99.73999999999987
Pod-B,1771039759.48566,9791.255541532491,332.63607077192376,491.83293708297344,609.2377193711067,11.535306560763678,40.64349035451464,99.73999999999987
Pod-C,1771039759.485768,7616.485643293244,255.97760452626596,517.2141598162631,592.100130596708,11.85111337078288,38.10593999096726,99.73999999999987
Pod-A,1771039759.986491,4569.159912772284,332.851009814906,494.3925885683008,603.4630928676755,11.54848599629832,39.575005002071094,99.72999999999986
Pod-B,1771039759.986828,9957.573576918454,334.2151350562683,507.84634290586956,605.5295028755347,11.742696397690537,39.00675664143069,99.72999999999986
Pod-C,1771039759.986921,7744.474445556377,255.69928655141376,498.45934335210296,603.7082480837686,11.677453954951854,40.729539907238895,99.72999999999986
Pod-A,1771039760.487562,4735.585417679737,333.20737544817325,519.0654494615645,602.7039963620474,12.302288832258075,41.41256817966936,99.71999999999986
Pod-B,1771039760.487816,124.6811444465875,334.82811948446886,518.1023630619196,603.248063537001,11.583055509311901,40.695136572525705,99.71999999999986
Pod-C,1771039760.48789,7872.324088832083,256.25414321728505,486.1260235371441,604.5489835841386,11.568096190322294,39.97665837537011,99.71999999999986
Pod-A,1771039760.988445,4902.189105403823,334.83667820721087,509.09670010472576,592.8459733607707,12.09627345747865,38.118679781763326,99.70999999999985
Pod-B,1771039760.988615,292.0952041888219,334.51817629244033,501.438913143596,601.9283026829809,11.517645133363235,38.86318272119977,99.70999999999985
Pod-C,1771039760.988658,8000.451160440726,256.00806779092545,501.3468252096845,593.8200881290143,11.873361210080265,39.828040701259646,99.70999999999985
Pod-A,1771039761.488957,5069.607444507429,335.415666066971,509.474055605824,607.1354930470409,11.92604713228675,38.170060970707155,99.69999999999985
Pod-B,1771039761.489132,459.3542923350421,335.51698207439716,500.8862707350667,608.9409360532783,12.2947934769033,40.00622434856132,99.69999999999985
Pod-C,1771039761.489186,8128.455194336189,257.06262653711826,484.64840443211074,608.425252423815,11.972813544315215,40.18520386812535,99.69999999999985
Pod-A,1771039761.989675,5237.315277540914,335.97218445944105,511.0274370975334,607.1187813528137,11.954710977757939,39.69659415451826,99.68999999999984
Pod-B,1771039761.990142,627.1127833722406,335.58856966690917,509.7381790421493,591.415332479684,11.89961714773336,39.137162428882455,99.68999999999984
Pod-C,1771039761.990278,8256.986507604748,257.83628720644316,506.79702325103693,606.8763216639334,11.792583342255886,40.39680333946546,99.68999999999984
Pod-A,1771039762.49084,5405.301369770635,334.2851698187447,513.6178217264201,603.2436340395085,12.001139208192834,41.438862187087416,99.67999999999984
Pod-B,1771039762.490948,794.9070682056952,334.18216885768896,489.649059442082,608.8590077923191,11.515725657448398,38.26467549849303,99.67999999999984
Pod-C,1771039762.490975,8385.90465120797,258.63189731812537,515.640348642833,607.1572094785604,12.152051824269842,39.1117421123138,99.67999999999984
Pod-A,1771039762.991207,5572.443954680007,334.7475022083572,505.3101730084458,609.7931762315636,11.51339621194439,38.07648350435927,99.66999999999983
Pod-B,1771039762.991335,961.9981526345397,332.6098443908356,513.5836708189549,601.0854403457425,12.362269714365935,38.282632019296415,99.66999999999983
Pod-C,1771039762.991361,8515.220599867032,258.77104777060435,484.7159229696404,603.9832815096106,11.767952672652704,41.0810908650103,99.66999999999983
Pod-A,1771039763.491595,5739.817705784186,334.38641256471794,496.0702166979974,595.737058145961,12.156423580132092,39.215676888168666,99.65999999999983
Pod-B,1771039763.491744,1128.3030748299575,333.05903095027026,494.90660370732616,598.7922551898481,12.392231580312822,40.42970386033547,99.65999999999983
Pod-C,1771039763.491777,8644.606123752335,260.4622436597612,492.76325464612023,602.174494825968,12.30581370198589,39.63881572232413,99.65999999999983
Pod-A,1771039763.9922,5907.010912066545,333.31522099623834,494.48516558977076,601.43102900258,12.20753225376391,40.95336759361535,99.64999999999982
Pod-B,1771039763.99248,1294.8325903050927,334.53724002188505,486.87178956717713,601.7450093930152,12.424478741851166,41.9732399317227,99.64999999999982
Pod-C,1771039763.992565,8774.837245582215,262.20993911483015,484.2656310577099,603.3237253892472,11.541377472520919,41.32145174265715,99.64999999999982
Pod-A,1771039764.493118,6073.668522564664,335.1086523934908,512.3883717408169,592.550053856879,12.080180422262156,38.86356420359389,99.63999999999982
Pod-B,1771039764.493397,1462.1012103160351,335.4031748475453,508.9663441528186,607.4501434267663,11.799619423327496,41.83526922056727,99.63999999999982
Pod-C,1771039764.493475,8905.94221513963,263.2042299526003,504.61121655667483,605.6843404263656,12.491322036569121,41.445255849302235,99.63999999999982
Pod-A,1771039764.993831,6241.222848761409,335.15724744906885,504.64584109917143,604.5799620191605,12.068270258898416,38.506447851057096,99.62999999999981
Pod-B,1771039764.993919,1629.8027977398078,336.047419729891,509.4625941066579,606.7894853143242,11.821991675514239,39.83731256415233,99.62999999999981
Pod-C,1771039764.993946,9037.54433011593,263.5469096290363,496.80603547736695,594.1034252474365,11.934441668345093,40.38616129726192,99.62999999999981
Pod-A,1771039765.494276,6408.801472485944,334.2693167633424,495.6190350731707,596.6504340049537,11.507347088315141,41.46947853960643,99.6199999999998
Pod-B,1771039765.494656,1797.8265076047533,336.54033682408186,487.20419524005166,592.0382433283991,11.919062196558809,38.92059410239963,99.6199999999998
Pod-C,1771039765.494762,9169.317784930448,265.1179294036641,507.5293966688516,608.7448713852598,11.841174518548971,41.310083874030504,99.6199999999998
Pod-A,1771039765.995353,6575.936130867615,334.389152677568,489.69458482797927,600.0874818841207,11.791734473068313,39.268164635928976,99.6099999999998
Pod-B,1771039765.995666,1966.0966760167942,337.8339342051267,487.536608053811,607.2530758354038,11.991489235472827,41.72655926987636,99.6099999999998
Pod-C,1771039765.99575,9301.87674963228,265.8417524460749,517.4915724652835,598.2617232078219,11.640724873656707,40.60024064332201,99.6099999999998
Pod-A,1771039766.496351,6743.130707206399,333.42733477759595,510.89567841882786,602.3226026293244,12.052972591797179,41.03101931827194,99.5999999999998
Pod-B,1771039766.496726,2135.0136431193573,337.4982581419007,514.8233490005385,598.5320487648364,12.351720065951714,38.874889287782445,99.5999999999998
Pod-C,1771039766.496841,9434.797625855317,267.2036488375878,519.0591863118452,608.5494654173111,12.270480831509017,38.81987309057654,99.5999999999998
Pod-A,1771039766.99756,6909.844374595197,335.1832790930324,511.6895561077879,591.3520901823867,12.47440151033621,41.074815794284376,99.58999999999979
Pod-B,1771039766.99785,2303.7627721903077,337.6332879532759,506.94678364273494,608.0240495679618,11.954686133728082,40.07351765529515,99.58999999999979
Pod-C,1771039766.997936,9568.399450274112,267.27401755767136,503.3496545567229,604.6973872525527,12.138098107755717,40.66517117019579,99.58999999999979
Pod-A,1771039767.498609,7077.436014141714,336.22264965658707,484.7790568696378,598.385158337824,12.006748393056366,38.016464802300376,99.57999999999979
Pod-B,1771039767.499096,2472.5794161669455,339.4471293108854,503.2794886844202,599.1903467458462,11.777979915554136,41.47974581972471,99.57999999999979
Pod-C,1771039767.49925,9702.036459052948,268.36489380638966,514.4446578837636,602.7773656569432,12.070041867795517,41.76729051561422,99.57999999999979
Pod-A,1771039767.999959,7245.547338970007,336.800574273566,498.55657873971074,607.355392915437,11.980271091402187,38.108097898328815,99.56999999999978
Pod-B,1771039768.000275,2642.3029808223882,339.28593667225044,491.50866755411306,600.1418999739004,12.39375729816331,41.276581703350075,99.56999999999978
Pod-C,1771039768.000354,9836.218905956142,267.3424491064853,480.9254239453914,601.0199327410588,11.569178642446497,40.90453274785871,99.56999999999978
Pod-A,1771039768.500911,7413.94762610679,338.64739154513967,497.5428158571507,598.2643143363467,11.885153246529354,39.066891274283726,99.55999999999977
Pod-B,1771039768.501232,2811.9459491585135,340.9213267958358,492.40914549235106,590.7464903468684,11.885946559951694,38.48642531914427,99.55999999999977
Pod-C,1771039768.50132,9969.890130509386,267.10194693704426,502.2538845874507,608.1996717260727,11.915189402850132,39.81645484559354,99.55999999999977
Pod-A,1771039769.001924,7583.27132187936,339.86767178559717,515.3984197674241,601.6267554385822,12.34153252250638,38.60463538407538,99.54999999999977
Pod-B,1771039769.002235,2982.4066125564314,341.4530425065729,505.0083640219452,609.6289854438305,11.898400135665197,39.1661213791644,99.54999999999977
Pod-C,1771039769.002315,103.44110397790791,268.031301537813,505.98990633296097,603.2630553553425,11.58289220109766,39.29705676149938,99.54999999999977
Pod-A,1771039769.502686,7753.205157772159,338.24819717945576,480.79766488630383,607.1108115448562,12.102533371357097,40.982267606157365,99.53999999999976
Pod-B,1771039769.502841,3153.133133809718,341.83745733206234,511.59562461656975,604.4791566761784,12.115948602407727,39.523468409479634,99.53999999999976
Pod-C,1771039769.502882,237.45675474681443,269.2507613633817,514.5097659345573,608.9020984379107,11.709510888687587,40.223086849377204,99.53999999999976
Pod-A,1771039770.003199,7922.329256361886,340.13116514735435,482.308342739254,606.5830939784923,11.564124973731234,39.03470220277011,99.52999999999976
Pod-B,1771039770.003505,3324.051862475749,340.31206434988377,497.78513294255663,606.1186037390838,12.428986479342248,41.071962530414055,99.52999999999976
Pod-C,1771039770.00359,372.08213542850524,268.95623178021754,512.8128385018978,601.1924760774456,12.46713343608817,41.599307736246885,99.52999999999976
Pod-A,1771039770.504151,8092.394838935564,340.25666344783235,509.52098625788557,607.6975978884175,12.440297616834421,38.712052501355664,99.51999999999975
Pod-B,1771039770.504522,3494.2078946506913,339.84475753464227,481.82045989279607,591.8138826914035,12.365612009134448,39.60014816241036,99.51999999999975
Pod-C,1771039770.504642,506.560251318614,269.22158836045566,501.29398594044596,604.9506026643529,11.525380586947298,39.319893388305026,99.51999999999975
Pod-A,1771039771.005267,8262.52317065948,339.31328984101424,513.3322948980414,609.0781953465795,11.616991023760315,39.75042546805991,99.50999999999975
Pod-B,1771039771.005583,3664.1302734180126,339.01452749041414,515.9084954883896,597.7273552810333,11.730788339088122,39.28939565818406,99.50999999999975
Pod-C,1771039771.005714,641.1710454988419,267.25535115391983,513.1504117887429,603.8140822829748,12.324936833489685,38.37737982296253,99.50999999999975
Pod-A,1771039771.506313,8432.179815579988,340.7959669342988,483.70398671845686,593.2913498357182,12.450307535061038,40.11276509323638,99.49999999999974
Pod-B,1771039771.506679,3833.63753716322,339.0580148071498,493.6265261304443,605.9986612766501,11.80322236463663,38.4108441794758,99.49999999999974
Pod-C,1771039771.506781,774.7987210758017,267.12838442828286,486.71341780151954,600.9913218364966,12.198000829946462,38.35241674443841,99.49999999999974
Pod-A,1771039772.007499,8602.577799047138,339.2355131312589,482.8093142372086,602.1935999632317,12.071288407927828,40.094143022483586,99.48999999999974
Pod-B,1771039772.007906,4003.1665445667945,340.99139302452784,486.4975297962192,595.3936666607016,12.235646725253345,39.316007657293525,99.48999999999974
Pod-C,1771039772.008082,908.3629132899432,266.411760559465,483.0430044042132,590.1502703914072,11.880539757580065,39.614197020579205,99.48999999999974
Pod-A,1771039772.508846,8772.195555612767,338.1496206937763,484.08448303787475,596.444670170889,12.044568843073957,39.98285979526345,99.47999999999973
Pod-B,1771039772.509239,4173.662241079059,341.28036904767345,483.15123610422165,596.8401346748102,12.04520095749852,40.30185556974627,99.47999999999973
Pod-C,1771039772.509349,1041.5687935696758,266.4694446232943,518.906948589358,595.3008982066821,12.451788782561641,39.51790308657652,99.47999999999973
Pod-A,1771039773.009897,8941.270365959655,337.1095326429361,508.1737857613352,598.8485155943871,12.302126420146347,41.97390850933606,99.46999999999973
Pod-B,1771039773.010336,4344.302425602896,340.0186183232249,495.68386041049473,603.7135562386351,11.742184239571085,39.804746757456996,99.46999999999973
Pod-C,1771039773.010469,1174.803515881323,264.9303887884932,488.04326383772934,608.6681679341272,12.106365205451004,41.06965560528135,99.46999999999973
Pod-A,1771039773.511228,9109.825132281123,336.48223493361013,482.4404905723676,605.6046043783307,12.482254819808443,38.58816389607598,99.45999999999972
Pod-B,1771039773.511506,4514.311734764508,339.2225327437404,510.80127623948454,609.3899066951838,11.842137639554563,40.91895986524169,99.45999999999972
Pod-C,1771039773.511591,1307.2687102755694,266.0968542916419,482.53462944875855,597.5808269314572,11.528315355731452,39.34617698799307,99.45999999999972
Pod-A,1771039774.012172,9278.066249747928,336.2877359279028,482.2971088286617,607.586804291545,11.729252747738391,38.256343713857895,99.44999999999972
Pod-B,1771039774.01253,4683.923001136379,340.64914418683077,497.14022394742494,597.7594394695872,11.548526955157778,38.68781474811327,99.44999999999972
Pod-C,1771039774.012636,1440.3171374213903,264.1979712248874,518.4341923871517,595.7197207762076,11.539870737753617,39.166440786341326,99.44999999999972
Pod-A,1771039774.513272,9446.21011771188,335.87842818019016,483.8949424501218,593.712890684869,11.545072887452486,39.03791000950541,99.43999999999971
Pod-B,1771039774.513635,4854.247573229794,338.9406101202356,495.9424051259981,598.8690056900969,12.127875392182249,41.18271339442738,99.43999999999971
Pod-C,1771039774.51373,1572.416123033834,265.45893998286147,483.42490102234075,605.3645398494798,12.276487515151153,39.6731505920463,99.43999999999971
Pod-A,1771039775.014372,9614.149331801975,337.52097234581026,485.53811047824837,598.5780255762234,12.1522779328183,40.33405303223915,99.42999999999971
Pod-B,1771039775.01466,5023.717878289912,339.0392842650614,491.2159069282291,600.7346917643077,12.434751170098469,41.246392122428475,99.42999999999971
Pod-C,1771039775.014745,1705.1455930252648,265.1853173226623,510.78150454583346,591.8597663572014,11.641026111790621,41.99193529422531,99.42999999999971
Pod-A,1771039775.515269,9782.90981797488,336.92004999892265,484.9487202879363,603.915930294094,11.774952342529668,38.48295710946104,99.4199999999997
Pod-B,1771039775.515598,5193.237520422443,340.00005653953275,508.23749908091173,603.4891342730895,11.92189376582427,39.29201809553427,99.4199999999997
Pod-C,1771039775.51578,1837.738251686596,264.43319753717157,514.2814694009503,601.3985072137586,11.696654848620726,40.94294083532648,99.4199999999997
Pod-A,1771039776.016444,9951.369842974342,338.10886776750186,510.90290371132045,605.0158624615974,12.014545443646556,39.36833836229996,99.4099999999997
Pod-B,1771039776.016946,5363.237548692209,338.7036023753458,510.09936360257404,593.2145015889489,11.552253060761952,38.089865684989434,99.4099999999997
Pod-C,1771039776.01756,1969.9548504551817,262.789249603502,516.8646129014461,606.8500209786062,11.660464728201937,41.107165297353006,99.4099999999997
Pod-A,1771039776.518675,120.42427685809344,338.9795814421584,510.837501460535,595.4951264298046,12.24208621062574,38.25838747090393,99.3999999999997
Pod-B,1771039776.518965,5532.589349879882,340.49833835957565,480.0707851214335,597.6446854910719,11.670928978220172,38.106261604616186,99.3999999999997
Pod-C,1771039776.519073,2101.3494752569327,264.71477151854066,504.72140527646076,603.8355413436591,12.04139203968979,39.17790393024814,99.3999999999997
Pod-A,1771039777.019689,289.91406757917264,337.4099107621478,502.961501000855,591.5694275982935,11.849683201115011,40.07171576824187,99.38999999999969
Pod-B,1771039777.020032,5702.83851905967,339.27084103986516,484.59306553242476,599.5912913862741,11.802014808006424,40.52710017053941,99.38999999999969
Pod-C,1771039777.020226,2233.706861016203,265.7231333246501,480.2791433156547,595.9004985395021,12.393499734341754,39.27526360338971,99.38999999999969
Pod-A,1771039777.525335,458.6190229602465,337.56780600830905,480.82203933338576,608.3553806045226,12.14938771066665,39.06083988803019,99.37999999999968
Pod-B,1771039777.525582,5872.473939579602,337.76502541033125,507.07362605604027,605.1431120276571,11.992544741329205,40.69620907269419,99.37999999999968
Pod-C,1771039777.525657,2366.568427678528,267.4829233474773,500.2269231473254,599.1816804353812,11.567227438773482,40.870681878030055,99.37999999999968
Pod-A,1771039778.026209,627.402925964401,339.26195381971263,512.083111251218,590.4955882138021,12.32669146005981,40.228730976073,99.36999999999968
Pod-B,1771039778.026549,6041.356452284768,336.7087720863505,497.8994169293217,600.2528182790745,12.284776156232518,38.81607427098566,99.36999999999968
Pod-C,1771039778.026643,2500.309889352267,266.3683546164816,486.6719788013116,607.3652728689068,11.545829937537317,40.027338218861125,99.36999999999968
Pod-A,1771039778.5272,797.0339028742574,339.9696249991798,519.2890015523786,598.2407094292558,11.56192852870095,40.15767933973611,99.35999999999967
Pod-B,1771039778.527532,6209.710838327944,337.0500840296553,506.16489753843007,608.0342526326884,12.079851405619529,38.455394743273196,99.35999999999967
Pod-C,1771039778.527629,2633.494066660508,265.80866320511035,485.0920446770181,590.8607129765978,12.125441869796616,38.51014804452273,99.35999999999967
Pod-A,1771039779.028233,967.0187153738473,341.8681245538042,513.4829695425226,601.4073048806673,12.176369518424114,39.51927393104336,99.34999999999967
Pod-B,1771039779.028511,6378.235880342771,338.28820068643154,498.17657873920206,603.6182367859312,11.977177421563246,39.098995165556516,99.34999999999967
Pod-C,1771039779.028583,2766.398398263063,265.54555060307877,519.2239011303468,601.4047897555478,11.55721967753162,39.300841207317596,99.34999999999967
Pod-A,1771039779.529036,1137.9527776507493,341.57192194066533,486.83869377310526,608.8843797930184,11.589798918598788,41.14813349220277,99.33999999999966
Pod-B,1771039779.529434,6547.379980685987,338.0220468484166,498.0152156655826,594.7841476186852,11.517071122068142,40.73124901058156,99.33999999999966
Pod-C,1771039779.529538,2899.171173564602,266.24395674362546,513.1055951137874,594.776834362438,11.949205692859117,41.740587776861396,99.33999999999966
Pod-A,1771039780.030171,1308.7387386210821,340.49360049435154,509.6689612247962,591.1584571394955,11.870259104762471,41.48472532719632,99.32999999999966
Pod-B,1771039780.03054,6716.391004110195,336.306819308529,518.3499507280934,605.9371823623286,11.840836572092075,40.20332701934314,99.32999999999966
Pod-C,1771039780.030672,3032.293151936415,267.79788254298666,493.7240410498582,601.3581998360875,11.575779244809663,40.353200426264316,99.32999999999966
Pod-A,1771039780.531253,1478.985538868258,340.96068203077084,512.7830616799633,598.0778719819499,12.07644509122738,38.077788456887546,99.31999999999965
Pod-B,1771039780.531657,6884.54441376446,337.79652548019436,488.0095511282956,598.5631005112754,12.356022682709675,38.17277894043788,99.31999999999965
Pod-C,1771039780.531777,3166.1920932079083,269.04935287990196,514.6619914173427,592.0390803811921,12.48915099648074,41.57142982604591,99.31999999999965
Pod-A,1771039781.032486,1649.4658798836433,341.8953198899313,513.1300213144444,599.0778898496609,12.074119861333179,38.18656687585326,99.30999999999965
Pod-B,1771039781.032771,7053.442676504557,336.2309103791766,511.89844580003614,609.7644453402008,12.302676344783478,39.679841198840364,99.30999999999965
Pod-C,1771039781.032855,3300.716769647859,267.84664523858874,487.7165047139425,600.9474113103718,11.951774551989686,40.77313792238106,99.30999999999965
Pod-A,1771039781.533355,1820.413539828609,340.1150594225273,507.6174873786407,605.4850540508389,12.17628196464132,40.18542757972138,99.29999999999964
Pod-B,1771039781.533684,7221.558131694145,336.1592894748006,491.34021926652133,598.1055757704916,12.296130301806437,41.24516938955144,99.29999999999964
Pod-C,1771039781.533789,3434.6400922671537,267.9504065876385,497.8704409842328,608.055728239427,11.541798863308921,38.92770977238707,99.29999999999964
Pod-A,1771039782.034258,1990.4710695398726,341.77316373603304,491.862293043503,607.1723273740888,12.272180089675448,39.98263780348659,99.28999999999964
Pod-B,1771039782.034495,7389.637776431546,337.84583911395634,517.042548979726,605.9030098932747,12.189433214730048,38.80239862662128,99.28999999999964
Pod-C,1771039782.034571,3568.6152955609728,268.1266676719181,481.7656820505083,606.5032646747803,11.95387067436107,38.12820297595594,99.28999999999964
Pod-A,1771039782.535117,2161.357651407889,342.7866445716736,483.62062480902085,595.1992457420724,11.764965219465033,40.54815507938613,99.27999999999963
Pod-B,1771039782.535454,7558.560695988524,337.22771416360905,505.55793412028373,590.2634810689582,11.687825663162853,38.207633184154304,99.27999999999963
Pod-C,1771039782.53555,3702.6786293969317,267.44215913425364,499.0926684260756,592.5163488370908,12.335958442665305,41.67580456280679,99.27999999999963
Pod-A,1771039783.036165,2332.750973693726,341.9315529440678,486.03286256815693,607.5051312591974,12.467860787746607,40.06250958111846,99.26999999999963
Pod-B,1771039783.036436,7727.174553070328,338.11598768206187,483.39549774542087,595.9334391738821,12.447722184183291,41.43244365998635,99.26999999999963
Pod-C,1771039783.036515,3836.3997089640584,266.7417681030399,499.009900560391,609.9988301159426,11.757908478300564,40.5129228106424,99.26999999999963
Pod-A,1771039783.537064,2503.7167501657595,341.3817893724342,517.6393575091221,606.1015450886661,11.958437435919873,40.6481272068044,99.25999999999962
Pod-B,1771039783.537354,7896.232546911359,338.6176653270076,482.29791750904604,596.6107426454174,12.27591924174344,41.46862381875968,99.25999999999962
Pod-C,1771039783.537431,3969.7705930155785,265.4209189591468,480.76659519220834,601.664578541255,12.253839795215015,39.94447783016507,99.25999999999962
Pod-A,1771039784.038003,2674.407644851977,341.82428998059,486.49338919893756,590.0250576570938,12.358463979012747,39.11316096167393,99.24999999999962
Pod-B,1771039784.038291,8065.541379574863,336.8813336508733,501.73550385105534,602.7009195482823,12.089578713499794,40.230278953201534,99.24999999999962
Pod-C,1771039784.038371,4102.481052495152,266.5146639047489,496.39020037657826,593.8872105452998,11.537848618586125,40.278850966307886,99.24999999999962
Pod-A,1771039784.538927,2845.319789842272,342.43879960034144,507.9306899153854,591.0550763895297,11.924118161681513,39.91436510866525,99.23999999999961
Pod-B,1771039784.539244,8233.982046400299,336.74046519990696,480.6785312121681,602.1968408338844,12.048134189068865,41.04668091646727,99.23999999999961
Pod-C,1771039784.539355,4235.738384447526,267.7353307916631,488.8995984479202,591.0271219707615,11.9227700784364,38.70415518428489,99.23999999999961
Pod-A,1771039785.039904,3016.5391896424426,341.7701341285229,481.1772233622709,606.5785434826928,11.778802089396851,41.84460650125044,99.2299999999996
Pod-B,1771039785.04015,8402.352279000252,338.20113405992083,495.3970038690771,598.0628513028057,12.20849759121198,40.02664144427811,99.2299999999996
Pod-C,1771039785.040223,4369.606049843358,267.1245191469619,503.836582092953,606.5718920679097,11.879011413098132,40.12436997926453,99.2299999999996
Pod-A,1771039785.540631,3187.424256706704,341.5513037338873,491.5692662525243,602.1664094889327,12.169104859569838,39.98307424762714,99.2199999999996
Pod-B,1771039785.540879,8571.452846030212,337.6541916124587,509.2520167476054,606.1346854679852,11.905020709419256,40.4826713838674,99.2199999999996
Pod-C,1771039785.545092,4503.168309416839,267.0463795486479,482.03341808054336,605.9735596369803,11.944755981289903,41.05491630303982,99.2199999999996
Pod-A,1771039786.045498,3358.1999085736475,340.55581335176197,516.4123277618155,598.5341608373991,11.74996945082756,39.753112608147184,99.2099999999996
Pod-B,1771039786.045705,8740.279941836441,338.89251736156416,501.10630548305386,601.8358574065633,11.849135234499641,38.34430566245876,99.2099999999996
Pod-C,1771039786.045782,4636.6914991911635,266.29778980135825,495.5770185353787,600.398808970332,11.749568718311881,41.00447504632744,99.2099999999996
Pod-A,1771039786.546243,3528.4778152495282,340.95674466887147,513.8095782822338,602.9205375820759,12.409771702890103,41.00117324212752,99.19999999999959
Pod-B,1771039786.54651,8909.726200517223,339.65306790421687,518.1602103007203,590.76132102782,12.096232046481271,40.33165546920579,99.19999999999959
Pod-C,1771039786.546587,4769.840394091842,267.41687485914457,496.40771062343293,593.8858232913668,12.198725178060739,39.10035078159853,99.19999999999959
Pod-A,1771039787.047148,3698.956187583964,340.78617177181576,503.70956877325506,593.8699761733793,11.955746361177372,38.96064749137984,99.18999999999959
Pod-B,1771039787.047436,9079.552734469331,339.84999564303547,501.15156272292734,604.2186473753718,11.855415582825373,41.59381622165997,99.18999999999959
